phase_id,phase,count,pct
-1,unknown,667689,0.4477244314191615
0,ground,366984,0.24608418401370932
1,takeoff,418748,0.2807949662311511
2,climb,28080463,18.82958882153488
3,cruise,75832961,50.85042489326086
4,descent,26269065,17.61494077487872
5,approach,15750711,10.561770714992358
6,landing,1742833,1.1686712136691657
